LS [   6.13066292   20.06205636   34.18632258  297.31956325]
RLS [  3.92760055  11.48098798  15.1265968   44.33657202]
LASSO [  7.09124587  15.79775676  24.98080179  92.9494958 ]
RR [  11.65921776   63.92752419   81.65762881  441.71726142]
BR [  1.91774363   4.5835271    6.31667445  17.37094357]
